HHID,Semel,HHsize,HHChild8,Sector,HHVeh,HHBikes,HHUnitArea,Day1,Day2,NewTaz,StatZn,Status,HHType,Mosad,WF,Source,HHMembers,Version
5075751150,158,2,0,1,1,2,80,20/04/2017,23/04/2017,8009,1,2,21,1,127.950836,1,|2|2|,1.06
5075751160,158,1,0,1,1,0,50,20/04/2017,23/04/2017,8009,1,2,10,1,127.950836,1,|1|,1.06
5075751170,1103,2,0,1,3,2,190,20/04/2017,23/04/2017,8009,1,2,23,1,127.950836,1,|3|4|,1.06
5075751190,735,4,0,1,2,6,250,19/06/2017,20/06/2017,8009,1,2,22,1,127.950836,1,|3|3|4|4|,1.06
5075751200,735,2,0,1,2,0,192,27/06/2017,28/06/2017,8009,1,2,21,1,127.950836,1,|2|2|,1.06
5075751210,735,2,0,1,2,0,215,08/06/2017,,8009,1,1,21,1,127.950836,1,|2|2|,1.06
5075751240,735,5,1,1,2,6,120,08/06/2017,11/06/2017,8009,1,2,22,1,127.950836,1,|3|3|4|4|4|,1.06
5080751030,807,2,0,1,1,0,98,14/03/2017,15/03/2017,6019,1,2,21,1,77.45713,1,|2|2|,1.06
5080751040,807,1,0,1,1,0,210,14/03/2017,15/03/2017,6019,1,2,10,1,77.45713,1,|1|,1.06
5080751060,807,5,2,1,2,4,124,14/03/2017,15/03/2017,6019,1,2,22,1,77.45713,1,|3|3|4|4|4|,1.06
5080751080,807,2,0,1,1,1,121,14/03/2017,15/03/2017,6019,1,2,21,1,77.45713,1,|2|2|,1.06
5080751090,807,2,0,1,1,0,98,20/03/2017,21/03/2017,6019,1,2,23,1,77.45713,1,|3|4|,1.06
5080751110,807,2,0,1,1,0,121,14/03/2017,15/03/2017,6019,1,2,21,1,77.45713,1,|2|2|,1.06
5080751120,698,5,2,1,2,0,98,20/03/2017,21/03/2017,6019,1,2,22,1,77.45713,1,|3|3|4|4|4|,1.06
5080751130,698,2,0,1,1,0,210,20/03/2017,21/03/2017,6019,1,2,21,1,77.45713,1,|2|2|,1.06
5085051020,850,4,2,1,2,2,100,13/06/2017,14/06/2017,6008,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5085051030,850,5,1,1,2,4,150,14/06/2017,15/06/2017,6008,1,2,22,1,77.45713,1,|3|3|4|4|4|,1.06
5085051050,850,1,0,1,1,0,60,14/06/2017,15/06/2017,6008,1,2,10,1,77.45713,1,|1|,1.06
5085051060,850,2,0,1,2,0,100,13/06/2017,14/06/2017,6008,1,2,21,1,77.45713,1,|2|2|,1.06
5085051070,850,3,0,1,1,2,150,13/06/2017,14/06/2017,6008,1,2,23,1,77.45713,1,|3|4|4|,1.06
5085051100,850,2,0,1,1,0,100,13/06/2017,14/06/2017,6008,1,2,21,1,77.45713,1,|2|2|,1.06
5085051110,850,2,0,1,1,1,100,15/06/2017,18/06/2017,6008,1,2,23,1,77.45713,1,|3|4|,1.06
5085851020,841,1,0,1,2,1,50,25/05/2017,,7006,1,1,10,1,200.760925,1,|1|,1.06
5085851040,841,6,1,1,2,0,120,06/06/2017,07/06/2017,7006,1,2,22,1,200.760925,1,|3|3|4|4|4|4|,1.06
5085851050,841,1,0,1,1,0,85,06/06/2017,07/06/2017,7006,1,2,10,1,200.760925,1,|1|,1.06
5085851060,218,6,1,1,2,5,290,23/05/2017,,7007,1,1,22,1,200.760925,1,|3|3|4|4|4|4|,1.06
5085851080,218,2,0,1,2,0,300,24/05/2017,25/05/2017,7007,1,2,21,1,200.760925,1,|2|2|,1.06
5085851100,183,5,0,1,3,4,400,25/05/2017,28/05/2017,7007,1,2,22,1,200.760925,1,|3|3|4|4|6|,1.06
5085851110,2035,5,1,1,2,2,100,28/05/2017,29/05/2017,7007,1,2,22,1,200.760925,1,|3|3|4|4|4|,1.06
5085851120,2035,2,0,1,2,3,250,28/05/2017,29/05/2017,7008,1,2,21,1,200.760925,1,|2|2|,1.06
5085851130,2035,5,2,1,2,2,300,04/06/2017,,7008,1,1,22,1,200.760925,1,|3|3|4|4|4|,1.06
5085851140,2035,3,2,1,1,3,300,29/05/2017,31/05/2017,7008,1,2,23,1,200.760925,1,|3|4|4|,1.06
5085851160,858,6,0,1,3,4,350,04/06/2017,05/06/2017,7009,1,2,22,1,200.760925,1,|3|3|4|4|4|4|,1.06
5085851180,858,5,0,1,2,2,300,04/06/2017,05/06/2017,7009,1,2,22,1,200.760925,1,|3|3|4|4|4|,1.06
5085851190,858,2,0,1,4,1,250,29/05/2017,01/06/2017,7009,1,2,21,1,200.760925,1,|2|2|,1.06
5085851210,858,6,1,1,2,6,350,04/06/2017,05/06/2017,7009,1,2,22,1,200.760925,1,|3|3|4|4|4|4|,1.06
5085851220,858,4,0,1,2,1,250,04/06/2017,05/06/2017,7009,1,2,22,1,200.760925,1,|3|3|4|4|,1.06
5087151010,870,1,0,1,1,0,90,21/06/2017,22/06/2017,7010,1,2,10,1,200.760925,1,|1|,1.06
5087151020,870,1,0,1,1,1,100,18/06/2017,19/06/2017,7010,1,2,10,1,200.760925,1,|1|,1.06
5087151030,870,2,0,1,1,0,90,19/06/2017,20/06/2017,7010,1,2,21,1,200.760925,1,|2|2|,1.06
5087151040,870,2,0,1,1,1,120,18/06/2017,19/06/2017,7010,1,2,21,1,200.760925,1,|2|2|,1.06
5087151050,870,2,0,1,1,1,100,19/06/2017,20/06/2017,7010,1,2,21,1,200.760925,1,|2|2|,1.06
5087151060,870,1,0,1,1,1,80,19/06/2017,20/06/2017,7010,1,2,10,1,200.760925,1,|1|,1.06
5087151080,870,4,2,1,2,0,90,21/06/2017,22/06/2017,7010,1,2,22,1,200.760925,1,|3|3|4|4|,1.06
5087151090,870,1,0,1,2,0,50,18/06/2017,19/06/2017,7010,1,2,10,1,200.760925,1,|1|,1.06
5087151110,870,4,2,1,2,0,100,21/06/2017,22/06/2017,7010,1,2,22,1,200.760925,1,|3|3|4|4|,1.06
5087151120,870,2,0,1,1,2,90,21/06/2017,22/06/2017,7010,1,2,21,1,200.760925,1,|2|2|,1.06
5087151130,870,1,0,1,1,1,70,19/06/2017,20/06/2017,7010,1,2,10,1,200.760925,1,|1|,1.06
5087151140,871,1,0,1,1,1,60,20/06/2017,21/06/2017,7011,1,2,10,1,200.760925,1,|1|,1.06
5087151150,871,4,1,1,1,1,100,20/06/2017,21/06/2017,7011,1,2,22,1,200.760925,1,|3|3|4|4|,1.06
5087151170,871,3,0,1,1,0,100,20/06/2017,21/06/2017,7011,1,2,23,1,200.760925,1,|3|4|4|,1.06
5087151210,705,1,0,1,0,0,60,20/06/2017,21/06/2017,7013,1,2,10,1,200.760925,1,|1|,1.06
5087151220,705,1,0,1,1,1,90,20/06/2017,21/06/2017,7013,1,2,10,1,200.760925,1,|1|,1.06
5088051010,767,3,0,1,3,0,120,08/06/2017,11/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|,1.06
5088051020,767,3,1,1,2,0,100,08/06/2017,11/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|,1.06
5088051040,767,5,0,1,1,4,170,08/06/2017,11/06/2017,6310,1,2,22,1,165.369888,1,|3|3|4|4|4|,1.06
5088051050,767,5,3,3,2,4,180,05/06/2017,,6310,1,1,22,1,77.45713,1,|3|3|4|4|4|,1.06
5088051060,767,5,2,1,2,2,170,05/06/2017,06/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|4|,1.06
5088051070,170,6,0,1,4,0,120,12/06/2017,13/06/2017,6309,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5088051080,170,6,1,2,2,1,170,06/06/2017,07/06/2017,6309,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5088051100,880,3,1,1,2,2,110,04/06/2017,05/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|,1.06
5088051120,767,6,1,2,2,4,180,05/06/2017,06/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5088051130,767,3,0,1,2,0,100,05/06/2017,06/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|,1.06
5088051140,880,3,1,1,2,2,85,04/06/2017,05/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|,1.06
5088051150,880,1,0,1,1,0,65,04/06/2017,05/06/2017,6310,1,2,10,1,77.45713,1,|1|,1.06
5088051160,170,1,0,1,1,0,80,06/06/2017,07/06/2017,6309,1,2,10,1,77.45713,1,|1|,1.06
5088051180,880,2,0,1,1,0,120,04/06/2017,05/06/2017,6310,1,2,21,1,77.45713,1,|2|2|,1.06
5088051190,880,4,0,1,2,0,160,22/05/2017,23/05/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5088051200,880,4,0,1,2,0,124,04/06/2017,05/06/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5088051210,880,4,2,1,1,2,90,22/05/2017,23/05/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5088051220,880,4,0,1,1,0,200,06/06/2017,07/06/2017,6310,1,2,23,1,77.45713,1,|3|4|4|4|,1.06
5088051230,880,4,0,1,3,0,180,22/05/2017,23/05/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5088051240,880,5,1,1,2,3,170,22/05/2017,23/05/2017,6310,1,2,22,1,77.45713,1,|3|3|4|4|4|,1.06
5088051250,767,2,0,1,2,0,110,05/06/2017,06/06/2017,6310,1,2,21,1,77.45713,1,|2|2|,1.06
5088051310,837,6,2,2,2,4,200,06/06/2017,07/06/2017,6309,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5088051320,837,6,1,1,2,2,190,06/06/2017,07/06/2017,6309,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5088051330,837,6,2,1,2,2,210,06/06/2017,07/06/2017,6309,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5088051340,837,2,0,1,2,0,120,06/06/2017,07/06/2017,6309,1,2,21,1,77.45713,1,|2|2|,1.06
5102451010,1024,2,0,1,1,0,80,22/06/2017,25/06/2017,6605,1,2,21,1,77.45713,1,|2|2|,1.06
5102451020,1024,2,0,1,2,0,120,22/06/2017,25/06/2017,6605,1,2,21,1,77.45713,1,|2|2|,1.06
5102451030,1024,2,0,2,1,0,80,22/06/2017,25/06/2017,6605,1,2,21,1,77.45713,1,|2|2|,1.06
5102451050,1024,5,1,1,2,2,120,22/06/2017,25/06/2017,6605,1,2,22,1,77.45713,1,|3|3|4|4|4|,1.06
5102451080,1024,1,0,1,1,0,120,25/06/2017,26/06/2017,6605,1,2,10,1,77.45713,1,|1|,1.06
5102451130,389,1,0,1,1,0,100,26/06/2017,27/06/2017,6605,1,2,10,1,77.45713,1,|1|,1.06
5102451180,418,4,0,1,2,1,120,26/06/2017,27/06/2017,6605,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5102451190,418,3,0,1,3,1,120,25/06/2017,26/06/2017,6605,1,2,22,1,77.45713,1,|3|3|4|,1.06
5102451230,389,3,1,1,1,2,120,28/06/2017,29/06/2017,6605,1,2,23,1,77.45713,1,|3|4|4|,1.06
5102451250,418,1,0,1,0,1,60,28/06/2017,29/06/2017,6605,1,2,10,1,77.45713,1,|1|,1.06
5102451260,389,4,0,1,2,2,120,26/06/2017,,6605,1,1,22,1,77.45713,1,|3|3|4|4|,1.06
5105051010,64,1,0,2,0,0,100,20/03/2017,21/03/2017,8005,1,2,10,1,127.950836,1,|1|,1.06
5105051020,64,4,0,1,2,4,170,15/03/2017,16/03/2017,8005,1,2,22,1,127.950836,1,|3|3|4|4|,1.06
5105051050,64,5,1,1,2,3,280,08/03/2017,09/03/2017,8005,1,2,22,1,127.950836,1,|3|3|4|4|4|,1.06
5105051060,64,2,0,1,1,0,184,15/03/2017,16/03/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5105051120,743,2,0,1,2,0,100,08/03/2017,09/03/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5105051130,711,2,0,1,1,0,150,19/03/2017,20/03/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5105051150,743,2,0,1,2,0,180,19/02/2017,20/02/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5105051170,1050,2,0,1,1,0,80,16/02/2017,19/02/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5105051210,711,2,0,1,1,0,175,28/02/2017,01/03/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5105051230,1050,3,0,1,3,0,175,07/03/2017,08/03/2017,8005,1,2,22,1,127.950836,1,|3|3|4|,1.06
5105051270,1050,6,2,1,2,4,160,19/02/2017,,8005,1,1,22,1,127.950836,1,|3|3|4|4|4|4|,1.06
5105051280,711,5,1,1,2,3,140,26/02/2017,27/02/2017,8005,1,2,22,1,127.950836,1,|3|3|4|6|6|,1.06
5105051290,743,4,2,1,2,0,105,06/03/2017,07/03/2017,8005,1,2,22,1,127.950836,1,|3|3|4|4|,1.06
5105051300,1050,6,2,1,2,4,160,26/02/2017,27/02/2017,8005,1,2,22,1,127.950836,1,|3|3|4|4|4|4|,1.06
5105051320,1050,6,2,1,2,6,180,20/02/2017,21/02/2017,8005,1,2,22,1,127.950836,1,|3|3|4|4|4|4|,1.06
5105051330,743,3,0,1,2,2,150,06/03/2017,07/03/2017,8005,1,2,22,1,127.950836,1,|3|3|4|,1.06
5105051340,743,2,0,1,2,0,140,06/03/2017,07/03/2017,8005,1,2,21,1,127.950836,1,|2|2|,1.06
5106601010,1066,4,0,1,1,0,85,03/11/2016,,8120,1,1,22,1,127.950836,1,|3|3|4|4|,1.06
5106602040,1066,6,3,2,2,0,100,30/04/2017,,8120,1,1,22,1,127.950836,1,|3|3|4|4|4|4|,1.06
5106602080,1066,2,0,2,1,0,50,04/05/2017,07/05/2017,8120,1,2,21,1,127.950836,1,|2|2|,1.06
5106602110,1066,5,3,3,1,0,50,30/04/2017,03/05/2017,8120,1,2,22,1,127.950836,1,|3|3|4|4|4|,1.06
5106602120,1066,4,2,2,2,0,100,10/05/2017,11/05/2017,8120,1,2,22,1,127.950836,1,|3|3|4|4|,1.06
5106602130,1066,2,0,1,1,0,70,07/05/2017,08/05/2017,8120,1,2,21,1,127.950836,1,|2|2|,1.06
5106602170,1066,6,2,2,2,0,100,07/05/2017,08/05/2017,8120,1,2,22,1,127.950836,1,|3|3|4|4|4|4|,1.06
5114851010,1148,4,0,1,3,1,200,25/04/2017,26/04/2017,6701,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5114851060,1148,6,0,1,2,0,200,25/04/2017,26/04/2017,6701,1,2,22,1,77.45713,1,|3|3|4|4|4|4|,1.06
5114851070,1345,2,0,1,2,0,120,27/04/2017,30/04/2017,6701,1,2,21,1,165.369888,1,|2|2|,1.06
5114851080,1148,2,0,1,2,0,200,25/04/2017,26/04/2017,6701,1,2,21,1,77.45713,1,|2|2|,1.06
5114851090,1148,3,1,1,2,0,100,30/04/2017,03/05/2017,6701,1,2,22,1,77.45713,1,|3|3|4|,1.06
5114851100,1148,2,0,1,1,0,150,25/04/2017,26/04/2017,6701,1,2,21,1,77.45713,1,|2|2|,1.06
5114851110,1148,2,0,1,2,0,120,26/04/2017,27/04/2017,6701,1,2,21,1,77.45713,1,|2|2|,1.06
5114851120,1148,4,2,1,2,0,100,26/04/2017,27/04/2017,6701,1,2,22,1,77.45713,1,|3|3|4|4|,1.06
5114851130,1148,3,1,1,1,0,150,03/05/2017,04/05/2017,6701,1,2,22,1,77.45713,1,|3|3|4|,1.06
5120001030,1200,3,0,1,1,0,80,05/09/2016,06/09/2016,7611,17,2,23,1,141.408615,1,|3|4|4|,1.06
5120001050,1200,2,0,1,2,0,120,05/09/2016,06/09/2016,7611,17,2,23,1,72.567192,1,|3|4|,1.06
5120001191,1200,2,0,1,2,0,100,13/09/2016,14/09/2016,7611,17,2,21,1,141.408615,1,|2|2|,1.06
5120001200,1200,5,0,1,2,0,120,07/09/2016,08/09/2016,7611,17,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120001220,1200,2,0,1,2,0,120,18/09/2016,19/09/2016,7611,17,2,21,1,72.567192,1,|2|2|,1.06
5120001260,1200,2,0,1,1,0,--,14/09/2016,15/09/2016,7611,17,2,21,1,141.408615,1,|2|2|,1.06
5120001280,1200,3,2,1,1,0,85,15/09/2016,18/09/2016,7611,17,2,23,1,141.408615,1,|3|4|4|,1.06
5120001290,1200,4,0,1,2,0,120,19/09/2016,20/09/2016,7611,16,2,22,1,72.567192,1,|3|3|4|4|,1.06
5120002070,1200,7,3,2,2,0,200,21/09/2016,22/09/2016,7613,13,2,22,1,72.567192,1,|3|3|4|4|4|4|4|,1.06
5120002240,1200,2,0,1,2,0,200,12/09/2016,13/09/2016,7613,13,2,21,1,72.567192,1,|2|2|,1.06
5120002260,1200,2,0,1,1,0,100,08/09/2016,11/09/2016,7613,13,2,23,1,141.408615,1,|3|4|,1.06
5120002281,1200,1,0,1,0,0,100,25/09/2016,26/09/2016,7613,13,2,10,1,141.408615,1,|1|,1.06
5120003020,1200,3,0,1,2,1,100,12/09/2016,13/09/2016,7611,17,2,22,1,141.408615,1,|3|3|4|,1.06
5120003081,1200,4,1,1,1,2,110,07/12/2016,11/12/2016,7611,17,2,22,1,141.408615,1,|3|3|4|4|,1.06
5120003091,1200,3,1,1,1,0,110,14/11/2016,15/11/2016,7611,17,2,22,1,141.408615,1,|3|3|4|,1.06
5120003111,1200,1,0,1,1,0,90,14/12/2016,15/12/2016,7611,17,2,10,1,141.408615,1,|1|,1.06
5120003190,1200,2,0,1,1,0,180,19/09/2016,20/09/2016,7611,17,2,21,1,141.408615,1,|2|2|,1.06
5120003210,1200,2,0,2,2,0,180,16/11/2016,17/11/2016,7611,16,2,21,1,72.567192,1,|2|2|,1.06
5120003290,1200,4,0,1,2,0,100,19/09/2016,20/09/2016,7612,15,2,22,1,141.408615,1,|3|3|4|6|,1.06
5120003300,1200,4,0,1,2,1,200,15/09/2016,18/09/2016,7612,15,2,22,1,141.408615,1,|3|3|4|4|,1.06
5120003320,1200,2,0,2,1,0,120,14/11/2016,15/11/2016,7612,15,2,21,1,141.408615,1,|2|2|,1.06
5120004020,1200,4,0,1,3,3,200,16/11/2016,17/11/2016,7630,43,2,22,1,72.567192,1,|3|3|4|4|,1.06
5120004040,1200,2,0,1,1,0,200,15/11/2016,16/11/2016,7630,43,2,21,1,72.567192,1,|2|2|,1.06
5120004100,1200,6,1,1,1,6,210,16/11/2016,17/11/2016,7630,43,2,22,1,72.567192,1,|3|3|4|4|4|4|,1.06
5120004190,1200,2,0,2,1,0,120,26/09/2016,27/09/2016,7631,42,2,21,1,72.567192,1,|2|2|,1.06
5120004230,1200,2,0,1,2,0,160,16/11/2016,17/11/2016,7631,41,2,21,1,72.567192,1,|2|2|,1.06
5120004240,1200,4,0,1,3,1,200,17/11/2016,20/11/2016,7631,41,2,22,1,72.567192,1,|3|3|4|4|,1.06
5120006060,1200,5,0,2,2,1,250,18/09/2016,19/09/2016,7613,13,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120006070,1200,2,0,1,1,1,88,11/09/2016,12/09/2016,7615,33,2,23,1,141.408615,1,|3|4|,1.06
5120006080,1200,6,0,1,2,3,220,13/09/2016,14/09/2016,7631,42,2,22,1,72.567192,1,|3|3|4|4|4|4|,1.06
5120006100,1200,6,0,1,2,3,200,18/09/2016,19/09/2016,7613,13,2,22,1,72.567192,1,|3|3|4|4|4|6|,1.06
5120006160,1200,5,0,2,1,10,160,08/09/2016,11/09/2016,7613,13,2,22,1,72.567192,1,|3|3|4|4|4|,1.06
5120006191,1200,5,0,1,2,3,200,26/09/2016,27/09/2016,7615,33,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120006210,1200,5,0,2,2,2,130,13/09/2016,14/09/2016,7613,13,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120006241,1200,3,0,2,1,0,130,26/09/2016,27/09/2016,7615,33,2,22,1,141.408615,1,|3|3|4|,1.06
5120006280,1200,3,0,2,2,2,180,19/09/2016,20/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|,1.06
5120006290,1200,2,0,1,1,0,200,11/09/2016,12/09/2016,7615,33,2,21,1,72.567192,1,|2|2|,1.06
5120007040,1200,5,1,1,2,3,250,22/09/2016,25/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|4|4|,1.06
5120007050,1200,6,0,1,3,0,180,19/09/2016,21/09/2016,7615,33,2,22,1,141.408615,1,|3|3|4|4|4|4|,1.06
5120007070,1200,3,0,1,2,1,200,15/09/2016,18/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|,1.06
5120007080,1200,6,1,2,2,3,250,20/09/2016,21/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|4|4|4|,1.06
5120007110,1200,5,0,1,3,2,220,21/09/2016,22/09/2016,7613,33,2,22,1,72.567192,1,|3|3|4|4|4|,1.06
5120007120,1200,4,1,2,1,3,200,19/09/2016,20/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|4|,1.06
5120007180,1200,3,0,1,2,0,180,20/09/2016,21/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|,1.06
5120007200,1200,6,0,1,2,5,200,18/09/2016,19/09/2016,7615,33,2,22,1,72.567192,1,|3|3|4|4|4|4|,1.06
5120008120,1200,5,1,1,2,5,160,26/09/2016,27/09/2016,7615,33,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120009010,1200,2,0,1,2,0,170,24/11/2016,27/11/2016,7612,11,2,21,1,72.567192,1,|2|2|,1.06
5120009030,1200,5,0,1,2,5,240,27/11/2016,28/11/2016,7612,11,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120009090,1200,4,1,1,2,2,100,28/11/2016,29/11/2016,7612,11,1,22,1,141.408615,1,|3|3|4|4|,1.06
5120009140,1200,4,0,1,1,3,170,24/11/2016,27/11/2016,7612,11,2,23,1,72.567192,1,|3|4|4|4|,1.06
5120009160,1200,3,0,1,2,2,170,23/11/2016,24/11/2016,7612,11,2,22,1,72.567192,1,|3|3|4|,1.06
5120009170,1200,4,0,1,2,2,160,28/11/2016,29/11/2016,7612,11,2,22,1,72.567192,1,|3|3|4|4|,1.06
5120009180,1200,2,0,1,1,0,170,28/11/2016,29/11/2016,7612,11,2,21,1,72.567192,1,|2|2|,1.06
5120011011,1200,5,0,1,2,1,130,28/09/2016,29/09/2016,7601,21,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120011031,1200,3,1,1,2,0,100,08/11/2016,09/11/2016,7601,21,2,22,1,141.408615,1,|3|3|4|,1.06
5120011051,1200,2,0,1,1,0,120,23/11/2016,24/11/2016,7601,21,2,21,1,141.408615,1,|2|2|,1.06
5120011061,1200,4,0,1,2,4,120,10/11/2016,13/11/2016,7601,22,2,22,1,141.408615,1,|3|3|4|4|,1.06
5120011070,1200,1,0,1,0,0,85,07/11/2016,08/11/2016,7601,21,2,10,1,141.408615,1,|1|,1.06
5120011120,1200,2,0,1,1,0,120,22/09/2016,25/09/2016,7601,22,2,21,1,141.408615,1,|2|2|,1.06
5120011161,1200,6,4,1,2,2,120,23/11/2016,24/11/2016,7609,22,2,22,1,141.408615,1,|3|3|4|4|4|4|,1.06
5120011191,1200,3,1,1,1,0,100,09/11/2016,10/11/2016,7601,21,2,22,1,141.408615,1,|3|3|4|,1.06
5120011200,1200,2,0,2,2,0,130,07/11/2016,08/11/2016,7601,21,2,21,1,141.408615,1,|2|2|,1.06
5120011210,1200,1,0,1,1,0,100,08/11/2016,09/11/2016,7601,21,2,10,1,141.408615,1,|1|,1.06
5120011270,1200,1,0,2,1,0,100,09/11/2016,10/11/2016,7608,23,2,10,1,141.408615,1,|1|,1.06
5120011291,1200,2,0,1,2,0,100,09/11/2016,10/11/2016,7609,22,2,21,1,141.408615,1,|2|2|,1.06
5120011300,1200,4,0,1,2,--,110,20/09/2016,21/09/2016,7609,22,2,22,1,141.408615,1,|3|3|4|4|,1.06
5120012020,1200,2,0,1,1,0,120,30/10/2016,31/10/2016,7607,26,2,21,1,141.408615,1,|2|2|,1.06
5120012030,1200,3,0,1,2,2,220,31/10/2016,01/11/2016,7607,26,2,22,1,72.567192,1,|3|3|4|,1.06
5120012070,1200,2,0,1,2,0,140,27/10/2016,31/10/2016,7606,24,2,21,1,72.567192,1,|2|2|,1.06
5120012160,1200,2,0,1,2,0,120,27/09/2016,28/09/2016,7606,24,2,21,1,141.408615,1,|2|2|,1.06
5120012181,1200,6,1,1,2,2,120,12/12/2016,13/12/2016,7607,26,2,22,1,141.408615,1,|3|3|4|4|4|4|,1.06
5120012200,1200,3,0,1,1,0,100,28/09/2016,29/09/2016,7606,24,2,22,1,141.408615,1,|3|3|4|,1.06
5120012271,1200,3,1,1,2,1,120,20/11/2016,21/11/2016,7606,24,2,22,1,141.408615,1,|3|3|4|,1.06
5120012280,1200,5,2,1,2,4,100,28/09/2016,29/09/2016,7606,24,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120012290,1200,2,0,2,1,0,120,28/09/2016,29/09/2016,7606,24,2,21,1,141.408615,1,|2|2|,1.06
5120013040,1200,5,1,1,2,4,150,19/12/2016,20/12/2016,7606,24,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120013050,1200,6,2,1,2,4,160,21/12/2016,22/12/2016,7606,24,2,22,1,72.567192,1,|3|3|4|4|4|4|,1.06
5120013100,1200,4,0,1,1,3,140,21/12/2016,22/12/2016,7606,24,2,22,1,72.567192,1,|3|3|4|4|,1.06
5120013140,1200,5,0,2,2,2,120,08/01/2017,09/01/2017,7606,24,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120013190,1200,3,0,1,0,0,120,08/01/2017,09/01/2017,7606,24,2,23,1,141.408615,1,|3|4|6|,1.06
5120013210,1200,4,1,1,1,3,120,05/01/2017,08/01/2017,7606,24,2,23,1,141.408615,1,|3|4|4|4|,1.06
5120013220,1200,3,1,1,2,1,120,05/01/2017,08/01/2017,7606,25,2,22,1,141.408615,1,|3|3|4|,1.06
5120013250,1200,4,0,2,1,2,120,08/01/2017,09/01/2017,7606,24,2,22,1,141.408615,1,|3|3|4|4|,1.06
5120015010,1200,2,0,1,2,0,90,06/12/2016,07/12/2016,7609,23,2,21,1,141.408615,1,|2|2|,1.06
5120015020,1200,2,0,1,1,0,90,05/12/2016,06/12/2016,7608,23,2,23,1,141.408615,1,|3|4|,1.06
5120015030,1200,1,0,1,1,1,90,01/12/2016,04/12/2016,7608,23,2,10,1,141.408615,1,|1|,1.06
5120015080,1200,1,0,1,2,2,130,06/12/2016,07/12/2016,7608,23,2,10,1,141.408615,1,|1|,1.06
5120015121,1200,3,1,1,2,2,100,13/12/2016,14/12/2016,7608,23,2,22,1,141.408615,1,|3|3|4|,1.06
5120015230,1200,4,2,2,1,3,100,04/12/2016,05/12/2016,7608,23,2,22,1,141.408615,1,|3|3|4|4|,1.06
5120015261,1200,6,0,1,2,4,160,12/12/2016,13/12/2016,7607,26,2,22,1,72.567192,1,|3|3|4|4|4|4|,1.06
5120015301,1200,1,0,1,1,0,140,13/12/2016,14/12/2016,7607,26,2,10,1,141.408615,1,|1|,1.06
5120015310,1200,5,0,1,2,3,150,05/12/2016,06/12/2016,7608,26,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120016010,1200,5,2,1,1,4,90,30/11/2016,01/12/2016,7601,21,2,23,1,141.408615,1,|3|4|4|4|4|,1.06
5120016020,1200,5,3,2,2,0,90,30/11/2016,01/12/2016,7601,21,2,22,1,141.408615,1,|3|3|4|4|4|,1.06
5120016090,1200,2,0,1,2,0,100,04/12/2016,05/12/2016,7609,22,2,21,1,72.567192,1,|2|2|,1.06
